6.70147692, 44.08138111, 0.97926233, 2.70248003, 
6.70147692, 44.08138111, 0.97926233, 2.70248003, 
6.70147692, 44.08138111, 0.97926233, 2.70248003, 
6.70147692, 44.08138111, 0.97926233, 2.70248003, 
7.47543490, 44.10781337, 0.96403786, 2.69727403, 
7.47543490, 44.13467736, 0.96406634, 2.69727403, 
7.47543490, 44.14329092, 0.96420777, 2.69721690, 
7.47543490, 44.14329092, 0.96420777, 2.69727403, 
7.47543490, 44.13198563, 0.96420777, 2.69727403, 
7.47543490, 44.14329092, 0.96420777, 2.69903645, 
